 market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year
 Twitter Applications ,"5,625,000",operating,USA,CA,SF Bay Area,San Francisco,2,6/1/11,2011-06,2011-Q2,2011
 Analytics ,"624,999",operating,USA,UT,Salt Lake City,Orem,2,1/1/11,2011-01,2011-Q1,2011
 Big Data ,"3,430,000",operating,USA,OH,Cleveland,Twinsburg,2,5/9/11,2011-05,2011-Q2,2011
 Hospitality , -   ,operating,USA,AR,Fayetteville,Fayetteville,1,1/1/11,2011-01,2011-Q1,2011
 Collaborative Consumption ,"2,000,000",operating,USA,CA,Los Angeles,Santa Monica,1,5/31/11,2011-05,2011-Q2,2011
 News , -   ,operating,USA,MI,Detroit,Ferndale,1,2/1/11,2011-02,2011-Q1,2011
,"500,000",operating,USA,CA,SF Bay Area,South San Francisco,1,1/1/11,2011-01,2011-Q1,2011
,"300,000",operating,USA,WA,Seattle,Seattle,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"1,740,135",operating,USA,NY,New York City,New York,3,1/1/11,2011-01,2011-Q1,2011
 Music , -   ,closed,USA,NY,New York City,New Windsor,1,2/1/11,2011-02,2011-Q1,2011
 Advertising ,"475,000",operating,USA,NY,New York City,New York,3,1/1/11,2011-01,2011-Q1,2011
 Music ,"150,000",operating,USA,TN,Nashville,Nashville,1,4/15/11,2011-04,2011-Q2,2011
 Promotional ,"550,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Medical ,"14,000",operating,USA,WA,Spokane,Spokane,2,11/1/11,2011-11,2011-Q4,2011
 Curated Web , -   ,closed,USA,NY,New York City,New York,1,3/1/11,2011-03,2011-Q1,2011
 Hospitality , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,2/1/11,2011-02,2011-Q1,2011
 Sports ,"1,250,000",operating,USA,NY,Long Island,Roslyn,1,3/1/11,2011-03,2011-Q1,2011
 Sports ,"400,000",operating,USA,CA,Anaheim,Newport Beach,1,9/1/11,2011-09,2011-Q3,2011
 Sports ,"2,250,000",operating,USA,NY,New York City,New York,2,11/1/11,2011-11,2011-Q4,2011
 Teachers ,"2,350,000",operating,USA,CA,SF Bay Area,San Rafael,2,1/1/11,2011-01,2011-Q1,2011
 Curated Web ,"600,000",closed,USA,NY,New York City,New York,1,11/15/11,2011-11,2011-Q4,2011
 Privacy ,"1,150,000",,USA,NY,New York City,Brooklyn,2,4/1/11,2011-04,2011-Q2,2011
 Travel , -   ,acquired,USA,CA,SF Bay Area,Cupertino,1,10/1/11,2011-10,2011-Q4,2011
 Search ,"200,000",operating,USA,NY,New York City,Brooklyn,1,1/1/11,2011-01,2011-Q1,2011
 Big Data ,"1,300,000",acquired,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
, -   ,operating,USA,OR,"Portland, Oregon",Portland,1,1/1/11,2011-01,2011-Q1,2011
 E-Commerce , -   ,operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 E-Commerce ,"6,500,000",operating,USA,MD,"Washington, D.C.",Bethesda,2,7/1/11,2011-07,2011-Q3,2011
 Mobile ,"3,600,000",operating,USA,CA,SF Bay Area,San Francisco,2,9/29/11,2011-09,2011-Q3,2011
 Social Investing ,"3,230,000",operating,USA,CA,San Diego,San Diego,5,6/1/11,2011-06,2011-Q2,2011
 Biotechnology ,"29,095,769",operating,USA,NC,Raleigh,Raleigh,3,1/1/11,2011-01,2011-Q1,2011
 Security ,"1,100,000",operating,USA,VA,"Washington, D.C.",Mclean,3,9/1/11,2011-09,2011-Q3,2011
 Games , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,6/1/11,2011-06,2011-Q2,2011
 Finance ,"938,000",operating,USA,NC,Raleigh,Durham,2,6/23/11,2011-06,2011-Q2,2011
 Television , -   ,operating,USA,CA,Los Angeles,Culver City,2,6/1/11,2011-06,2011-Q2,2011
 Software , -   ,operating,USA,NC,Raleigh,Siler City,1,4/15/11,2011-04,2011-Q2,2011
 Enterprise Software ,"870,000",operating,USA,NY,New York City,New York,2,10/1/11,2011-10,2011-Q4,2011
 Apps ,"800,000",operating,USA,CA,Los Angeles,Venice,2,9/1/11,2011-09,2011-Q3,2011
 Games ,"30,000",operating,USA,KY,Lexington,Lexington,2,8/10/11,2011-08,2011-Q3,2011
 E-Commerce Platforms ,"610,000",operating,USA,IL,Chicago,Chicago,2,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"3,000,000",acquired,USA,NY,New York City,New York,2,4/1/11,2011-04,2011-Q2,2011
 Mobile , -   ,operating,USA,AZ,Phoenix,Chandler,1,2/10/11,2011-02,2011-Q1,2011
 Biotechnology ,"25,000",operating,USA,MA,Boston,Hopkinton,1,1/1/11,2011-01,2011-Q1,2011
 Enterprise Software ,"1,026,566",operating,USA,WA,Seattle,Redmond,1,1/1/11,2011-01,2011-Q1,2011
 Video , -   ,operating,USA,CA,San Diego,San Diego,1,6/20/11,2011-06,2011-Q2,2011
 Nonprofits , -   ,operating,USA,OH,Cincinnati,Cincinnati,1,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"4,200,000",operating,USA,WA,Seattle,Vancouver,1,1/1/11,2011-01,2011-Q1,2011
 Mobile , -   ,operating,USA,PA,Philadelphia,Philadelphia,1,8/1/11,2011-08,2011-Q3,2011
 Games ,"663,800",operating,USA,IN,Indianapolis,Indianapolis,1,8/1/11,2011-08,2011-Q3,2011
 Curated Web , -   ,closed,USA,OR,"Portland, Oregon",Portland,1,9/1/11,2011-09,2011-Q3,2011
 Games , -   ,operating,USA,CA,SF Bay Area,Menlo Park,1,6/1/11,2011-06,2011-Q2,2011
 Water ,"639,399",operating,USA,VT,VT - Other,Williston,3,1/1/11,2011-01,2011-Q1,2011
 Photography , -   ,operating,USA,FL,Palm Beaches,Boynton Beach,1,8/1/11,2011-08,2011-Q3,2011
 Home Decor , -   ,operating,USA,GA,Atlanta,Norcross,1,8/1/11,2011-08,2011-Q3,2011
 Medical ,"215,000",operating,USA,CA,SF Bay Area,Portola Valley,1,8/1/11,2011-08,2011-Q3,2011
 Designers ,"5,900,000",operating,USA,MI,Grand Rapids,Wyoming,1,1/1/11,2011-01,2011-Q1,2011
 Fashion ,"46,750,000",operating,USA,CA,SF Bay Area,San Francisco,3,2/1/11,2011-02,2011-Q1,2011
 Retail Technology ,"8,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,1/1/11,2011-01,2011-Q1,2011
 Music ,"810,040",operating,USA,NY,New York City,Brooklyn,1,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"155,000",operating,USA,IL,Chicago,Chicago,2,8/1/11,2011-08,2011-Q3,2011
 Kids , -   ,operating,USA,CA,SF Bay Area,Mountain View,1,4/1/11,2011-04,2011-Q2,2011
 Mobile , -   ,operating,USA,CA,SF Bay Area,Palo Alto,1,5/1/11,2011-05,2011-Q2,2011
 Curated Web ,"1,900,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"3,029,994",operating,USA,TN,Nashville,Nashville,4,1/1/11,2011-01,2011-Q1,2011
 Cars ,"95,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Search ,"2,000,000",operating,USA,AZ,Phoenix,Scottsdale,1,11/17/11,2011-11,2011-Q4,2011
 Health and Wellness ,"715,000",operating,USA,NY,"Rochester, New York",Rochester,2,1/1/11,2011-01,2011-Q1,2011
 Software , -   ,operating,USA,OH,Cincinnati,Cincinnati,1,12/1/11,2011-12,2011-Q4,2011
 News ,"650,000",operating,USA,DC,"Washington, D.C.",Washington,1,5/1/11,2011-05,2011-Q2,2011
 Supply Chain Management ,"250,000",operating,USA,NY,New York City,New York,1,4/1/11,2011-04,2011-Q2,2011
 Fashion ,"16,900,000",operating,USA,CA,Los Angeles,Los Angeles,3,1/1/11,2011-01,2011-Q1,2011
 Beauty ,"14,900,000",operating,USA,CA,SF Bay Area,San Francisco,3,5/23/11,2011-05,2011-Q2,2011
 Fashion ,"1,750,000",operating,USA,IL,Chicago,Chicago,2,4/1/11,2011-04,2011-Q2,2011
 Fashion ,"20,000",closed,USA,OH,Cincinnati,Cincinnati,1,9/1/11,2011-09,2011-Q3,2011
 Fashion ,"3,224,792",operating,USA,NY,New York City,New York,3,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"120,000",operating,USA,TX,Houston,Houston,1,1/19/11,2011-01,2011-Q1,2011
 Mobile ,"500,000",closed,USA,TX,Austin,Austin,1,7/1/11,2011-07,2011-Q3,2011
 Real Estate ,"40,000",operating,USA,NY,New York City,New York,2,6/1/11,2011-06,2011-Q2,2011
 Analytics ,"13,500,000",operating,USA,NY,New York City,New York,4,5/6/11,2011-05,2011-Q2,2011
 Biotechnology ,"4,548,898",operating,USA,FL,Jacksonville,Ponte Vedra Beach,3,1/1/11,2011-01,2011-Q1,2011
 Design ,"1,800,000",operating,USA,CA,SF Bay Area,San Francisco,1,5/1/11,2011-05,2011-Q2,2011
 Media ,"100,000",operating,USA,NJ,NJ - Other,Haddonfield,1,2/1/11,2011-02,2011-Q1,2011
 Personal Health , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Shopping ,"2,975,000",operating,USA,TN,Chattanooga,Chattanooga,4,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"4,165,000",operating,USA,CO,Denver,Denver,5,1/3/11,2011-01,2011-Q1,2011
 Families ,"1,300,000",operating,USA,CA,SF Bay Area,Santa Clara,2,1/1/11,2011-01,2011-Q1,2011
 Software ,"4,000,000",operating,USA,CA,SF Bay Area,Menlo Park,1,12/21/11,2011-12,2011-Q4,2011
 Transportation ,"83,759,387",operating,USA,CA,Los Angeles,Santa Monica,5,11/5/11,2011-11,2011-Q4,2011
,"100,000",operating,USA,CA,SF Bay Area,Mill Valley,1,11/15/11,2011-11,2011-Q4,2011
 Gamification ,"150,000",operating,USA,NY,New York City,New York,1,8/15/11,2011-08,2011-Q3,2011
 Sustainability ,"300,000",operating,USA,NC,Raleigh,Durham,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"20,000,000",operating,USA,CA,SF Bay Area,Sunnyvale,1,1/1/11,2011-01,2011-Q1,2011
 Group Buying ,"100,000",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/11,2011-01,2011-Q1,2011
 Trading ,"46,000",operating,USA,WI,WI - Other,Neshkoro,3,8/29/11,2011-08,2011-Q3,2011
 Games ,"1,000,000",operating,USA,MI,Detroit,Ann Arbor,1,11/14/11,2011-11,2011-Q4,2011
 Software ,"700,000",operating,USA,OK,Tulsa,Tulsa,1,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"300,000",closed,USA,NY,New York City,New York,1,9/1/11,2011-09,2011-Q3,2011
, -   ,operating,USA,OH,Cleveland,North Ridgeville,1,2/5/11,2011-02,2011-Q1,2011
 Business Services ,"1,300,000",operating,USA,NY,New York City,New York,1,6/28/11,2011-06,2011-Q2,2011
 Software ,"110,000",operating,USA,IL,Chicago,Chicago,1,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"39,000",operating,USA,NY,Elmira,Ithaca,1,2/1/11,2011-02,2011-Q1,2011
 Health Care , -   ,operating,USA,GA,Atlanta,Norcross,2,1/1/11,2011-01,2011-Q1,2011
 Storage ,"23,600,000",operating,USA,CA,SF Bay Area,San Francisco,3,1/1/11,2011-01,2011-Q1,2011
 Software , -   ,operating,USA,TX,Austin,Austin,1,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"9,001,000",operating,USA,CA,SF Bay Area,Mountain View,4,4/12/11,2011-04,2011-Q2,2011
 Retail ,"14,000,000",operating,USA,MA,Boston,Boston,2,1/1/11,2011-01,2011-Q1,2011
 Video ,"1,220,000",operating,USA,CA,SF Bay Area,San Francisco,3,3/1/11,2011-03,2011-Q1,2011
 Advertising ,"11,300,000",operating,USA,MA,Boston,Cambridge,4,1/1/11,2011-01,2011-Q1,2011
 Marketing Automation ,"21,139,440",operating,USA,CA,SF Bay Area,San Francisco,4,1/1/11,2011-01,2011-Q1,2011
 SaaS ,"3,600,000",operating,USA,NY,New York City,New York,2,6/1/11,2011-06,2011-Q2,2011
 Distribution ,"960,000",operating,USA,CA,CA - Other,Playa Vista,3,1/1/11,2011-01,2011-Q1,2011
 Consulting ,"55,000",operating,USA,NY,"Rochester, New York",Rochester,1,8/31/11,2011-08,2011-Q3,2011
 Education ,"38,000,000",operating,USA,AZ,Phoenix,Chandler,2,1/1/11,2011-01,2011-Q1,2011
 Automotive , -   ,operating,USA,TX,Dallas,Justin,1,1/25/11,2011-01,2011-Q1,2011
 Software ,"4,100,000",operating,USA,CA,SF Bay Area,Cupertino,2,1/1/11,2011-01,2011-Q1,2011
 Software ,"4,580,000",,USA,IL,IL - Other,Tennessee,1,1/1/11,2011-01,2011-Q1,2011
 Search ,"800,000",operating,USA,TX,TX - Other,West University Place,1,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"1,000,000",operating,USA,MO,MO - Other,Martinsburg,1,4/15/11,2011-04,2011-Q2,2011
 iPad ,"1,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,6/1/11,2011-06,2011-Q2,2011
 Material Science ,"203,171",operating,USA,NJ,Newark,Princeton,2,1/1/11,2011-01,2011-Q1,2011
 Software ,"281,312",closed,USA,CO,Denver,Denver,1,4/29/11,2011-04,2011-Q2,2011
 Loyalty Programs , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,11/1/11,2011-11,2011-Q4,2011
 Lifestyle ,"500,000",operating,USA,CA,SF Bay Area,Mountain View,2,1/1/11,2011-01,2011-Q1,2011
 Fantasy Sports ,"250,000",operating,USA,CA,Los Angeles,Marina Del Rey,1,7/1/11,2011-07,2011-Q3,2011
 Hospitality ,"350,000",operating,USA,CA,Los Angeles,Pasadena,1,11/1/11,2011-11,2011-Q4,2011
 Health Care ,"700,000",operating,USA,MA,Boston,Boston,1,1/1/11,2011-01,2011-Q1,2011
 Recruiting ,"3,200,000",acquired,USA,CA,SF Bay Area,San Francisco,2,5/20/11,2011-05,2011-Q2,2011
 Career Management ,"750,000",operating,USA,CA,Sacramento,Folsom,1,8/1/11,2011-08,2011-Q3,2011
 Public Relations ,"3,000,000",operating,USA,CA,SF Bay Area,Mountain View,2,10/10/11,2011-10,2011-Q4,2011
 Text Analytics ,"2,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"200,000",operating,USA,CA,SF Bay Area,Palo Alto,1,10/5/11,2011-10,2011-Q4,2011
 Curated Web ,"25,000",operating,USA,NY,New York City,New York,2,1/1/11,2011-01,2011-Q1,2011
 Mobile , -   ,closed,USA,CA,SF Bay Area,East Palo Alto,1,11/1/11,2011-11,2011-Q4,2011
 Accounting ,"1,200,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Mobile , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,5/10/11,2011-05,2011-Q2,2011
 Mobile , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,11/4/11,2011-11,2011-Q4,2011
 Enterprise Software ,"3,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,4/24/11,2011-04,2011-Q2,2011
 Mobile ,"390,000",operating,USA,NY,New York City,Brooklyn,1,1/1/11,2011-01,2011-Q1,2011
 Software , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,2/1/11,2011-02,2011-Q1,2011
 Real Estate , -   ,operating,USA,CA,Santa Barbara,Santa Barbara,1,10/6/11,2011-10,2011-Q4,2011
 Software ,"9,621,250",operating,USA,UT,Salt Lake City,Salt Lake City,3,11/15/11,2011-11,2011-Q4,2011
 Content Discovery ,"3,050,000",acquired,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Finance ,"20,000,000",operating,USA,IL,Chicago,Chicago,1,1/1/11,2011-01,2011-Q1,2011
 Messaging ,"1,420,000",operating,USA,NY,New York City,New York,3,9/7/11,2011-09,2011-Q3,2011
 Hospitality , -   ,operating,USA,NJ,Newark,Plainfield,1,11/11/11,2011-11,2011-Q4,2011
,"3,000,000",operating,USA,CA,SF Bay Area,Mountain View,1,1/1/11,2011-01,2011-Q1,2011
 News , -   ,operating,USA,NJ,Newark,West Orange,1,11/1/11,2011-11,2011-Q4,2011
 Advertising , -   ,operating,USA,NY,New York City,New York,1,8/1/11,2011-08,2011-Q3,2011
, -   ,operating,USA,AR,Fayetteville,Fayetteville,1,11/1/11,2011-11,2011-Q4,2011
 Enterprise Software ,"1,200,000",operating,USA,MD,"Washington, D.C.",Chevy Chase,1,6/13/11,2011-06,2011-Q2,2011
 Software ,"60,000",,USA,CA,SF Bay Area,Oakland,2,1/1/11,2011-01,2011-Q1,2011
 E-Commerce ,"56,875,000",operating,USA,RI,Providence,Providence,4,1/1/11,2011-01,2011-Q1,2011
 Software ,"1,645,000",operating,USA,CA,San Luis Obispo,San Luis Obispo,4,1/1/11,2011-01,2011-Q1,2011
 Software ,"331,000",operating,USA,GA,Atlanta,Atlanta,1,1/1/11,2011-01,2011-Q1,2011
 Medical ,"1,000,000",operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Manufacturing ,"2,666,127",operating,USA,CT,Hartford,Darien,1,1/1/11,2011-01,2011-Q1,2011
 Apps ,"12,500,000",operating,USA,CA,SF Bay Area,Menlo Park,2,8/1/11,2011-08,2011-Q3,2011
 Services ,"4,068,000",operating,USA,IL,Chicago,Chicago,3,11/1/11,2011-11,2011-Q4,2011
 Creative ,"1,500,000",operating,USA,NY,New York City,New York,1,5/1/11,2011-05,2011-Q2,2011
 Gamification ,"4,700,000",operating,USA,CA,SF Bay Area,San Francisco,2,9/1/11,2011-09,2011-Q3,2011
 Finance ,"500,000",operating,USA,MA,Boston,Boston,2,1/1/11,2011-01,2011-Q1,2011
 Clean Energy ,"4,200,000",closed,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Entertainment ,"1,500",operating,USA,MN,Duluth,Duluth,1,3/29/11,2011-03,2011-Q1,2011
 Health and Wellness ,"25,000",operating,USA,WA,WA - Other,Friday Harbor,1,1/1/11,2011-01,2011-Q1,2011
 Fashion , -   ,operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Career Management ,"7,316,522",operating,USA,NY,New York City,New York,4,1/1/11,2011-01,2011-Q1,2011
 E-Commerce ,"70,000",operating,USA,PA,Philadelphia,Havertown,1,3/30/11,2011-03,2011-Q1,2011
 Software ,"600,000",operating,USA,NY,New York City,New York,1,5/1/11,2011-05,2011-Q2,2011
 Recruiting ,"368,000",operating,USA,WI,Milwaukee,Milwaukee,2,1/1/11,2011-01,2011-Q1,2011
 Hospitality , -   ,operating,USA,NJ,Newark,Newark,1,7/11/11,2011-07,2011-Q3,2011
 Internet ,"3,100,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Customer Service ,"37,000",operating,USA,TX,Austin,Austin,1,2/19/11,2011-02,2011-Q1,2011
 E-Commerce ,"122,000,000",operating,USA,CA,Los Angeles,Santa Monica,3,1/1/11,2011-01,2011-Q1,2011
 E-Commerce , -   ,operating,USA,FL,FL - Other,Sunset,1,8/24/11,2011-08,2011-Q3,2011
 Consulting , -   ,operating,USA,CA,San Diego,San Diego,1,5/16/11,2011-05,2011-Q2,2011
 Art ,"500,000",operating,USA,FL,Miami,Miami,1,5/4/11,2011-05,2011-Q2,2011
 News , -   ,operating,USA,FL,Tampa,Valrico,1,2/17/11,2011-02,2011-Q1,2011
 Photography ,"1,540,943",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Colleges ,"95,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,7/1/11,2011-07,2011-Q3,2011
 Career Planning ,"2,200,000",operating,USA,NY,New York City,New York,2,9/1/11,2011-09,2011-Q3,2011
 Commercial Real Estate ,"2,500,000",operating,USA,NJ,Newark,Bernardsville,1,1/1/11,2011-01,2011-Q1,2011
 Communities , -   ,operating,USA,CA,Los Angeles,Los Angeles,1,1/1/11,2011-01,2011-Q1,2011
 Hardware + Software ,"3,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,4/1/11,2011-04,2011-Q2,2011
, -   ,operating,USA,ID,ID - Other,Mullan,1,6/1/11,2011-06,2011-Q2,2011
 Fashion ,"1,200,000",operating,USA,NY,New York City,New York,1,10/1/11,2011-10,2011-Q4,2011
 Search ,"50,000",operating,USA,MO,St. Louis,St Louis,2,5/4/11,2011-05,2011-Q2,2011
 Training ,"15,000",operating,USA,TN,Nashville,Nashville,1,11/11/11,2011-11,2011-Q4,2011
 Music ,"215,000",operating,USA,CA,SF Bay Area,San Francisco,3,1/1/11,2011-01,2011-Q1,2011
, -   ,operating,USA,MO,Kansas City,Kansas City,1,4/15/11,2011-04,2011-Q2,2011
 News , -   ,operating,USA,TX,Dallas,Little Elm,1,4/1/11,2011-04,2011-Q2,2011
,"20,000",operating,USA,HI,Honolulu,Honolulu,1,7/10/11,2011-07,2011-Q3,2011
 Mobile ,"8,800,000",operating,USA,TX,Dallas,Dallas,1,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"20,000,000",operating,USA,CA,Los Angeles,West Hollywood,1,4/1/11,2011-04,2011-Q2,2011
 Development Platforms ,"3,100,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Biotechnology , -   ,operating,USA,CA,Los Angeles,Arcadia,1,6/11/11,2011-06,2011-Q2,2011
 Health Care ,"6,300,000",operating,USA,CA,SF Bay Area,Mill Valley,2,11/1/11,2011-11,2011-Q4,2011
 Software ,"50,000",operating,USA,MA,Boston,Cambridge,1,4/1/11,2011-04,2011-Q2,2011
,"275,000",operating,USA,KS,Kansas City,Manhattan,1,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"750,000",operating,USA,NY,"Albany, New York",Troy,1,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"7,405,730",operating,USA,CT,CT - Other,Southport,2,1/1/11,2011-01,2011-Q1,2011
 Advertising ,"1,630,000",acquired,USA,NY,New York City,New York,2,1/8/11,2011-01,2011-Q1,2011
,"45,700,000",operating,USA,MA,Boston,Boston,2,1/1/11,2011-01,2011-Q1,2011
 Analytics ,"400,000",operating,USA,TX,Austin,Austin,1,5/1/11,2011-05,2011-Q2,2011
 E-Commerce ,"21,100,000",operating,USA,CA,SF Bay Area,San Francisco,3,1/1/11,2011-01,2011-Q1,2011
,"4,000,000",operating,USA,VA,"Washington, D.C.",Arlington,1,1/1/11,2011-01,2011-Q1,2011
 Education ,"1,775,000",operating,USA,NY,New York City,New York,2,11/1/11,2011-11,2011-Q4,2011
 Software ,"600,003",operating,USA,NY,Long Island,Jericho,1,1/1/11,2011-01,2011-Q1,2011
 Internet Marketing ,"1,500,000",operating,USA,MA,Boston,Cambridge,1,1/1/11,2011-01,2011-Q1,2011
 Education ,"10,000",closed,USA,CA,Los Angeles,Rancho Santa Margarita,1,3/1/11,2011-03,2011-Q1,2011
 Mobile , -   ,operating,USA,GA,Atlanta,Atlanta,1,10/1/11,2011-10,2011-Q4,2011
 Television ,"50,000",operating,USA,RI,Providence,Providence,1,7/26/11,2011-07,2011-Q3,2011
 Consumer Electronics ,"13,000,000",operating,USA,CA,SF Bay Area,Los Gatos,1,1/1/11,2011-01,2011-Q1,2011
 E-Commerce , -   ,operating,USA,NV,Las Vegas,Las Vegas,1,1/1/11,2011-01,2011-Q1,2011
 Concerts , -   ,operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Curated Web ,"1,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,5/3/11,2011-05,2011-Q2,2011
 Collaborative Consumption , -   ,operating,USA,DC,"Washington, D.C.",Washington,1,5/1/11,2011-05,2011-Q2,2011
 Advertising ,"425,000",closed,USA,CO,Denver,Denver,1,4/1/11,2011-04,2011-Q2,2011
 Hospitality ,"152,500",operating,USA,MO,St. Louis,St Louis,2,3/1/11,2011-03,2011-Q1,2011
 High Tech ,"100,000",operating,USA,CA,SF Bay Area,Palo Alto,3,1/1/11,2011-01,2011-Q1,2011
 Guides ,"300,000",acquired,USA,CA,SF Bay Area,Palo Alto,2,8/20/11,2011-08,2011-Q3,2011
 Software ,"6,000,000",operating,USA,NY,New York City,Brooklyn,2,11/1/11,2011-11,2011-Q4,2011
 Hardware + Software ,"238,812",operating,USA,OH,Akron - Canton,Akron,2,1/1/11,2011-01,2011-Q1,2011
 E-Commerce ,"3,000,000",operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Apps ,"5,950,000",operating,USA,WA,Seattle,Bellevue,2,1/1/11,2011-01,2011-Q1,2011
 Games , -   ,operating,USA,DC,"Washington, D.C.",Washington,1,1/1/11,2011-01,2011-Q1,2011
 Exercise ,"1,000,000",operating,USA,GA,Atlanta,Kennesaw,1,1/1/11,2011-01,2011-Q1,2011
 Games , -   ,operating,USA,OR,"Portland, Oregon",Portland,1,6/1/11,2011-06,2011-Q2,2011
 Biotechnology ,"750,000",operating,USA,VA,"Washington, D.C.",Mclean,1,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"25,734,560",operating,USA,UT,Salt Lake City,Salt Lake City,2,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"3,597,498",operating,USA,CA,SF Bay Area,Foster City,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"2,790,599",operating,USA,TX,Austin,Austin,2,9/1/11,2011-09,2011-Q3,2011
 Publishing ,"725,000",operating,USA,CA,SF Bay Area,Sunnyvale,1,1/10/11,2011-01,2011-Q1,2011
 Mobile ,"300,000",operating,USA,IA,Des Moines,Des Moines,2,2/1/11,2011-02,2011-Q1,2011
 Small and Medium Businesses ,"300,000",operating,USA,CT,Hartford,Danbury,1,3/1/11,2011-03,2011-Q1,2011
 Software ,"5,492,627",operating,USA,NY,New York City,New York,2,1/1/11,2011-01,2011-Q1,2011
 Software ,"4,620,000",operating,USA,CA,SF Bay Area,San Francisco,3,5/1/11,2011-05,2011-Q2,2011
 Apps ,"246,850",operating,USA,NY,New York City,Scarsdale,2,7/1/11,2011-07,2011-Q3,2011
 Games ,"14,999,997",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"1,429,999",operating,USA,CA,San Diego,San Diego,1,4/26/11,2011-04,2011-Q2,2011
 Hardware + Software ,"33,200,492",operating,USA,TX,Austin,Pflugerville,2,1/1/11,2011-01,2011-Q1,2011
 E-Commerce ,"400,000",operating,USA,CA,SF Bay Area,San Francisco,1,3/1/11,2011-03,2011-Q1,2011
 Mobile ,"1,400,000",operating,USA,CA,SF Bay Area,Pleasanton,1,1/1/11,2011-01,2011-Q1,2011
 Trading ,"650,000",operating,USA,IL,Chicago,Chicago,1,9/1/11,2011-09,2011-Q3,2011
 Biotechnology ,"9,690,000",operating,USA,UT,Salt Lake City,Salt Lake City,1,1/1/11,2011-01,2011-Q1,2011
 Personalization ,"8,175,000",operating,USA,MD,Baltimore,Baltimore,7,4/20/11,2011-04,2011-Q2,2011
 Analytics ,"1,000,000",operating,USA,MA,Boston,Marblehead,1,9/1/11,2011-09,2011-Q3,2011
 Software ,"350,000",operating,USA,AZ,Phoenix,Phoenix,1,2/1/11,2011-02,2011-Q1,2011
 Software ,"1,350,000",operating,USA,CA,SF Bay Area,Berkeley,2,9/1/11,2011-09,2011-Q3,2011
