 market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year
 Payments ,"2,499,967",operating,USA,CA,Los Angeles,Westlake Village,3,10/1/11,2011-10,2011-Q4,2011
 E-Commerce ,"486,000",operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Curated Web ,"10,000",acquired,USA,DE,"Wilmington, Delaware",Wilmington,1,11/1/11,2011-11,2011-Q4,2011
 E-Commerce ,"1,900,000",operating,USA,VA,"Washington, D.C.",Charlottesville,2,7/1/11,2011-07,2011-Q3,2011
 Travel ,"30,500,000",acquired,USA,NY,New York City,New York,3,1/1/11,2011-01,2011-Q1,2011
 Hotels , -   ,operating,USA,NJ,Newark,Bridgewater,1,1/1/11,2011-01,2011-Q1,2011
 Big Data ,"8,050,000",operating,USA,CA,SF Bay Area,Mountain View,3,12/22/11,2011-12,2011-Q4,2011
 iOS ,"12,350,000",operating,USA,OR,"Portland, Oregon",Portland,3,11/1/11,2011-11,2011-Q4,2011
 Apps ,"10,300,000",operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"125,000",acquired,USA,NH,"Manchester, New Hampshire",Manchester,2,8/1/11,2011-08,2011-Q3,2011
 Analytics ,"1,250,000",operating,USA,NC,Charlotte,Charlotte,2,1/1/11,2011-01,2011-Q1,2011
 Games ,"3,500,000",operating,USA,NY,New York City,New York,3,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"32,564,102",operating,USA,CT,CT - Other,Sandy Hook,2,1/1/11,2011-01,2011-Q1,2011
 Material Science ,"8,700,000",operating,USA,CA,Los Angeles,Los Angeles,2,7/1/11,2011-07,2011-Q3,2011
 Entertainment , -   ,operating,USA,MD,Baltimore,Baltimore,1,4/14/11,2011-04,2011-Q2,2011
,"200,000",operating,USA,CA,Anaheim,Irvine,1,4/4/11,2011-04,2011-Q2,2011
 Location Based Services ,"900,000",closed,USA,NY,New York City,New York,4,5/17/11,2011-05,2011-Q2,2011
 Travel ,"1,159,768",operating,USA,GA,Atlanta,Atlanta,4,1/1/11,2011-01,2011-Q1,2011
 Travel ,"5,250,000",operating,USA,CA,Los Angeles,Manhattan Beach,2,1/1/11,2011-01,2011-Q1,2011
 Software , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Travel ,"2,100,000",operating,USA,CA,SF Bay Area,San Francisco,4,1/1/11,2011-01,2011-Q1,2011
 Games ,"40,000",operating,USA,WA,Seattle,Seattle,1,7/1/11,2011-07,2011-Q3,2011
 Games ,"3,675,790",operating,USA,TX,Dallas,Dallas,2,6/1/11,2011-06,2011-Q2,2011
 Analytics ,"2,300,000",operating,USA,FL,Palm Beaches,Delray Beach,2,1/1/11,2011-01,2011-Q1,2011
 Curated Web ,"759,000",operating,USA,CA,SF Bay Area,Sunnyvale,3,6/1/11,2011-06,2011-Q2,2011
 Health and Wellness ,"1,500,000",operating,USA,MN,Minneapolis,Minneapolis,1,11/11/11,2011-11,2011-Q4,2011
 Hardware + Software ,"122,500",operating,USA,FL,Gainesville,Gainesville,1,1/1/11,2011-01,2011-Q1,2011
 Communities ,"600,000",operating,USA,CA,Los Angeles,Beverly Hills,2,1/1/11,2011-01,2011-Q1,2011
 Technology ,"150,000",operating,USA,MO,St. Louis,St Louis,1,1/1/11,2011-01,2011-Q1,2011
 Reputation ,"11,000",closed,USA,WA,Seattle,Kenmore,2,3/1/11,2011-03,2011-Q1,2011
 Social Commerce ,"300,000",operating,USA,CA,SF Bay Area,Menlo Park,1,1/14/11,2011-01,2011-Q1,2011
 Social Media ,"1,150,000",operating,USA,CA,San Diego,San Diego,2,1/1/11,2011-01,2011-Q1,2011
 Security ,"1,500,000",acquired,USA,CA,SF Bay Area,Santa Clara,2,6/8/11,2011-06,2011-Q2,2011
 Pharmaceuticals ,"16,776,527",operating,USA,HI,Honolulu,Kapolei,1,1/1/11,2011-01,2011-Q1,2011
 Health Care , -   ,operating,USA,FL,Gainesville,Gainesville,1,1/1/11,2011-01,2011-Q1,2011
 Real Estate ,"50,000",operating,USA,CA,Los Angeles,Los Angeles,1,9/17/11,2011-09,2011-Q3,2011
, -   ,,USA,CA,SF Bay Area,Fremont,1,1/1/11,2011-01,2011-Q1,2011
 Fashion , -   ,operating,USA,TX,Dallas,Dallas,1,5/25/11,2011-05,2011-Q2,2011
 Music ,"550,000",operating,USA,MO,St. Louis,St Louis,2,5/1/11,2011-05,2011-Q2,2011
 Mobile ,"890,000",closed,USA,NY,New York City,New York,2,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"7,000,000",closed,USA,NY,New York City,New York,1,5/1/11,2011-05,2011-Q2,2011
 E-Commerce ,"100,000",operating,USA,MI,Detroit,Ann Arbor,1,10/26/11,2011-10,2011-Q4,2011
 Peer-to-Peer ,"25,000",operating,USA,VA,"Washington, D.C.",Herndon,1,1/1/11,2011-01,2011-Q1,2011
 Marketplaces ,"975,000",operating,USA,CA,SF Bay Area,Menlo Park,3,4/1/11,2011-04,2011-Q2,2011
 Social Media ,"750,000",acquired,USA,TX,Austin,Austin,1,11/1/11,2011-11,2011-Q4,2011
 Publishing ,"120,000",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"6,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"820,001",operating,USA,NM,Albuquerque,Albuquerque,1,1/1/11,2011-01,2011-Q1,2011
 Messaging , -   ,operating,USA,GA,Atlanta,Atlanta,1,2/1/11,2011-02,2011-Q1,2011
 Mobile ,"25,000",operating,USA,CA,SF Bay Area,San Francisco,1,7/7/11,2011-07,2011-Q3,2011
 Apps ,"120,000",operating,USA,CA,Los Angeles,Glendale,2,11/11/11,2011-11,2011-Q4,2011
 Software ,"17,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"800,000",operating,USA,CO,Vail,Steamboat Springs,2,4/11/11,2011-04,2011-Q2,2011
 Mobile ,"7,030,928",operating,USA,WA,Seattle,Bellevue,2,1/1/11,2011-01,2011-Q1,2011
 Internet of Things ,"13,235,000",operating,USA,CA,Los Angeles,Los Angeles,4,1/1/11,2011-01,2011-Q1,2011
 Education ,"100,000",operating,USA,TX,Houston,Cypress,1,3/1/11,2011-03,2011-Q1,2011
 Sports ,"1,150,000",acquired,USA,MA,Boston,Boston,3,1/1/11,2011-01,2011-Q1,2011
 Clean Energy ,"7,775,000",operating,USA,CA,SF Bay Area,Menlo Park,4,1/1/11,2011-01,2011-Q1,2011
 Oil & Gas ,"1,010,000",operating,USA,CO,Denver,Denver,2,1/1/11,2011-01,2011-Q1,2011
 Cloud Computing ,"4,099,999",operating,USA,CA,"Orange County, California",San Juan Capistrano,4,1/1/11,2011-01,2011-Q1,2011
 Education ,"38,064",operating,USA,MA,Boston,Boston,2,1/1/11,2011-01,2011-Q1,2011
 Education ,"55,000,000",operating,USA,CA,SF Bay Area,Mountain View,3,1/1/11,2011-01,2011-Q1,2011
 Advertising ,"75,000",operating,USA,AZ,Tucson,Tucson,1,12/1/11,2011-12,2011-Q4,2011
 Communications Hardware ,"3,622,500",operating,USA,KS,Wichita,Wichita,1,1/1/11,2011-01,2011-Q1,2011
 Software , -   ,operating,USA,AR,Fayetteville,Fayetteville,1,2/1/11,2011-02,2011-Q1,2011
 Education ,"60,000",operating,USA,NV,Las Vegas,Las Vegas,1,1/23/11,2011-01,2011-Q1,2011
 Ad Targeting ,"4,451,943",operating,USA,TX,Austin,Austin,2,1/1/11,2011-01,2011-Q1,2011
 Medical , -   ,operating,USA,AR,Little Rock,Little Rock,1,1/5/11,2011-01,2011-Q1,2011
 Marketplaces ,"111,000",closed,USA,NY,New York City,New York,2,11/1/11,2011-11,2011-Q4,2011
 E-Commerce ,"1,300,000",operating,USA,CA,Los Angeles,Santa Monica,1,1/1/11,2011-01,2011-Q1,2011
 Nonprofits ,"200,000",operating,USA,CA,Los Angeles,West Hollywood,1,7/1/11,2011-07,2011-Q3,2011
 Enterprise Software ,"14,112,835",operating,USA,NY,New York City,New York,2,4/1/11,2011-04,2011-Q2,2011
 VoIP , -   ,operating,USA,NH,Portsmouth,Portsmouth,1,1/1/11,2011-01,2011-Q1,2011
 Marketing Automation ,"849,318",operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness , -   ,operating,USA,NJ,Newark,Princeton,1,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"200,000",operating,USA,TX,Dallas,Dallas,1,1/1/11,2011-01,2011-Q1,2011
 Analytics ,"8,700,000",operating,USA,CA,SF Bay Area,San Francisco,2,2/1/11,2011-02,2011-Q1,2011
 E-Commerce ,"2,000,000",operating,USA,CA,Anaheim,Irvine,1,1/1/11,2011-01,2011-Q1,2011
 Education ,"13,100",operating,USA,VA,"Washington, D.C.",Fredericksburg,1,4/4/11,2011-04,2011-Q2,2011
 Technology ,"8,199,999",operating,USA,CA,SF Bay Area,Sunnyvale,1,12/22/11,2011-12,2011-Q4,2011
 Cloud Data Services , -   ,operating,USA,FL,Miami,Miami,1,10/1/11,2011-10,2011-Q4,2011
 Employment ,"3,700,000",closed,USA,CA,SF Bay Area,Mountain View,2,1/1/11,2011-01,2011-Q1,2011
 Colleges ,"1,113,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"600,000",acquired,USA,MD,Baltimore,Columbia,2,1/1/11,2011-01,2011-Q1,2011
 Venture Capital ,"30,000",operating,USA,OR,"Portland, Oregon",Portland,1,10/1/11,2011-10,2011-Q4,2011
 Events ,"2,924,999",operating,USA,MI,Detroit,Detroit,2,1/1/11,2011-01,2011-Q1,2011
 Retail , -   ,operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
, -   ,operating,USA,NJ,Newark,Hoboken,1,9/27/11,2011-09,2011-Q3,2011
 Software ,"6,000,000",operating,USA,IL,Chicago,Chicago,2,1/1/11,2011-01,2011-Q1,2011
 Art , -   ,operating,USA,CA,Los Angeles,Los Angeles,1,8/19/11,2011-08,2011-Q3,2011
 Mobile Commerce , -   ,operating,USA,TN,Nashville,Nashville,1,11/1/11,2011-11,2011-Q4,2011
 Entertainment , -   ,operating,USA,VA,Roanoke,Lynchburg,1,7/21/11,2011-07,2011-Q3,2011
 Web Development ,"250,000",operating,USA,CO,Denver,Boulder,1,8/11/11,2011-08,2011-Q3,2011
 Data Visualization ,"4,000,000",operating,USA,NY,New York City,New York,1,3/31/11,2011-03,2011-Q1,2011
 SaaS ,"700,000",acquired,USA,CA,SF Bay Area,San Francisco,1,6/1/11,2011-06,2011-Q2,2011
 Sales and Marketing , -   ,operating,USA,NY,New York City,New York,1,2/1/11,2011-02,2011-Q1,2011
 Artificial Intelligence ,"1,150,000",operating,USA,WA,Seattle,Seattle,2,4/15/11,2011-04,2011-Q2,2011
 Biotechnology ,"533,000",operating,USA,CA,Santa Barbara,Santa Barbara,2,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"2,660,000",operating,USA,CA,Los Angeles,Valencia,1,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"750,000",operating,USA,WI,Milwaukee,Milwaukee,1,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"5,954,999",operating,USA,KS,Wichita,Emporia,2,3/1/11,2011-03,2011-Q1,2011
 Biotechnology ,"4,386,221",operating,USA,IL,"Springfield, Illinois",Champaign,1,1/1/11,2011-01,2011-Q1,2011
 Nonprofits ,"50,000",operating,USA,MA,Worcester,Greenfield,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"42,000,000",operating,USA,CA,SF Bay Area,Mountain View,3,1/1/11,2011-01,2011-Q1,2011
 Health Care ,"4,750,000",operating,USA,MA,Boston,Cambridge,2,12/18/11,2011-12,2011-Q4,2011
 World Domination ,"2,100,000",operating,USA,CA,SF Bay Area,San Francisco,4,4/1/11,2011-04,2011-Q2,2011
 Web Hosting ,"10,000",operating,USA,NV,NV - Other,Incline Village,1,1/1/11,2011-01,2011-Q1,2011
 Security ,"42,840,000",operating,USA,CA,SF Bay Area,San Jose,4,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"3,300,000",operating,USA,MD,Salisbury,Cambridge,1,1/1/11,2011-01,2011-Q1,2011
 E-Commerce ,"5,500,000",,USA,MA,Boston,Cambridge,1,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"1,276,000",operating,USA,AZ,Phoenix,Mesa,2,1/1/11,2011-01,2011-Q1,2011
 Video ,"2,100,000",,USA,NY,New York City,New York,3,8/1/11,2011-08,2011-Q3,2011
 Software ,"40,000",operating,USA,MA,Boston,Weymouth,1,12/19/11,2011-12,2011-Q4,2011
 Information Technology ,"25,000",operating,USA,TN,Knoxville,Knoxville,1,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"100,000",operating,USA,UT,Salt Lake City,Salt Lake City,1,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"21,508,000",operating,USA,PA,Philadelphia,Yardley,2,1/1/11,2011-01,2011-Q1,2011
 Entrepreneur ,"700,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/6/11,2011-01,2011-Q1,2011
 Finance ,"2,448,000",operating,USA,NY,New York City,New York,3,2/1/11,2011-02,2011-Q1,2011
 Education ,"1,020,000",operating,USA,CA,SF Bay Area,San Francisco,3,5/1/11,2011-05,2011-Q2,2011
 Internet of Things ,"11,594,517",operating,USA,CA,CA - Other,Moffett Field,5,1/1/11,2011-01,2011-Q1,2011
 Internet , -   ,operating,USA,CA,Los Angeles,Los Angeles,1,8/1/11,2011-08,2011-Q3,2011
 iOS ,"800,000",operating,USA,CA,SF Bay Area,San Carlos,1,1/3/11,2011-01,2011-Q1,2011
 Mobile ,"20,535,582",operating,USA,FL,Palm Beaches,Delray Beach,10,12/1/11,2011-12,2011-Q4,2011
 Digital Media ,"2,000,000",operating,USA,NY,New York City,New York,3,11/1/11,2011-11,2011-Q4,2011
 Clean Technology ,"17,000,000",operating,USA,TX,Houston,Houston,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"710,710",operating,USA,CA,Ontario - Inland Empire,Corona,1,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"7,150,000",,USA,TN,Nashville,Franklin,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"50,000",closed,USA,CO,Denver,Denver,1,1/1/11,2011-01,2011-Q1,2011
 DOD/Military ,"150,000",closed,USA,DC,"Washington, D.C.",Washington,1,12/15/11,2011-12,2011-Q4,2011
 Video Streaming ,"4,450,000",operating,USA,NY,New York City,Brooklyn,2,5/1/11,2011-05,2011-Q2,2011
 Health and Wellness ,"840,000",operating,USA,CT,Hartford,Westport,2,1/1/11,2011-01,2011-Q1,2011
,"30,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Education ,"775,000",operating,USA,CA,SF Bay Area,Mountain View,6,11/1/11,2011-11,2011-Q4,2011
 Hardware + Software , -   ,operating,USA,CA,SF Bay Area,Menlo Park,1,1/1/11,2011-01,2011-Q1,2011
,"500,000",operating,USA,CA,Los Angeles,Marina Del Rey,1,1/1/11,2011-01,2011-Q1,2011
 Curated Web ,"668,000",operating,USA,WI,Madison,Madison,2,6/1/11,2011-06,2011-Q2,2011
 Hospitality , -   ,operating,USA,AR,Fayetteville,Fayetteville,1,4/28/11,2011-04,2011-Q2,2011
 Real Estate ,"7,700,000",operating,USA,NY,New York City,New York,2,1/1/11,2011-01,2011-Q1,2011
 Multi-level Marketing ,"35,000,000",operating,USA,NY,New York City,New York,1,2/15/11,2011-02,2011-Q1,2011
 Biotechnology ,"2,300,000",operating,USA,FL,Miami,Miami,2,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"1,900,000",operating,USA,CA,SF Bay Area,Menlo Park,1,7/1/11,2011-07,2011-Q3,2011
 Hospitality ,"540,000",operating,USA,NY,New York City,New York,1,12/11/11,2011-12,2011-Q4,2011
 Group Buying ,"4,500,000",operating,USA,CA,SF Bay Area,Sausalito,1,1/1/11,2011-01,2011-Q1,2011
 Entertainment , -   ,operating,USA,CO,Denver,Denver,1,9/29/11,2011-09,2011-Q3,2011
 Software ,"82,000",operating,USA,WA,Seattle,Seattle,1,1/1/11,2011-01,2011-Q1,2011
 Curated Web ,"10,000",operating,USA,VA,Norfolk - Virginia Beach,Norfolk,1,5/1/11,2011-05,2011-Q2,2011
 Discounts ,"3,600,000",operating,USA,CA,San Diego,San Diego,5,1/1/11,2011-01,2011-Q1,2011
 Social Media Monitoring ,"6,825,000",operating,USA,CA,SF Bay Area,San Mateo,3,6/1/11,2011-06,2011-Q2,2011
 Advertising ,"1,950,000",operating,USA,CA,SF Bay Area,San Francisco,2,9/1/11,2011-09,2011-Q3,2011
 Advertising ,"6,620,000",operating,USA,CA,SF Bay Area,San Francisco,2,8/17/11,2011-08,2011-Q3,2011
 Software ,"10,255,000",operating,USA,DC,"Washington, D.C.",Washington,2,11/1/11,2011-11,2011-Q4,2011
 Software ,"200,000",operating,USA,GA,Atlanta,Atlanta,1,1/1/11,2011-01,2011-Q1,2011
, -   ,operating,USA,AR,Fayetteville,Rogers,1,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"2,254,280",operating,USA,GA,Atlanta,Atlanta,2,1/1/11,2011-01,2011-Q1,2011
 Finance ,"6,500,000",operating,USA,TX,Austin,Austin,2,1/1/11,2011-01,2011-Q1,2011
 Advertising ,"2,825,000",operating,USA,NY,New York City,New York,2,9/1/11,2011-09,2011-Q3,2011
 Security ,"62,500",operating,USA,AZ,Phoenix,Tempe,1,3/1/11,2011-03,2011-Q1,2011
 Presentations ,"12,400,000",operating,USA,CA,SF Bay Area,San Francisco,3,1/1/11,2011-01,2011-Q1,2011
 Games ,"1,000,000",operating,USA,CA,Los Angeles,Beverly Hills,1,7/6/11,2011-07,2011-Q3,2011
 Biotechnology ,"13,959,116",operating,USA,CA,SF Bay Area,Campbell,2,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"323,400",operating,USA,SC,"Columbia, South Carolina",Columbia,1,1/1/11,2011-01,2011-Q1,2011
 Enterprise Software ,"2,000,000",operating,USA,NY,New York City,New York,2,2/1/11,2011-02,2011-Q1,2011
 Clean Technology ,"280,000,000",operating,USA,UT,Salt Lake City,Provo,1,1/1/11,2011-01,2011-Q1,2011
 Sponsorship ,"400,000",operating,USA,TX,Austin,Austin,2,1/1/11,2011-01,2011-Q1,2011
 Digital Media ,"100,000",operating,USA,NY,New York City,New York,1,5/1/11,2011-05,2011-Q2,2011
 Curated Web ,"1,510,000",acquired,USA,OR,"Portland, Oregon",Portland,5,6/1/11,2011-06,2011-Q2,2011
 Group SMS ,"1,500,000",operating,USA,TX,Austin,Austin,1,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"16,900,000",operating,USA,WA,Seattle,Seattle,3,1/1/11,2011-01,2011-Q1,2011
 Software ,"871,000",operating,USA,WA,Seattle,Seattle,1,4/13/11,2011-04,2011-Q2,2011
 Clean Technology ,"40,000",operating,USA,DE,"Wilmington, Delaware",Newark,1,6/1/11,2011-06,2011-Q2,2011
 Manufacturing ,"4,182,570",operating,USA,RI,Providence,East Greenwich,4,1/1/11,2011-01,2011-Q1,2011
 Lead Generation ,"400,000",operating,USA,CA,SF Bay Area,Palo Alto,2,3/2/11,2011-03,2011-Q1,2011
 Analytics ,"5,200,000",operating,USA,CA,SF Bay Area,Los Altos Hills,1,5/1/11,2011-05,2011-Q2,2011
 Social Media ,"800,000",operating,USA,LA,New Orleans,New Orleans,1,3/28/11,2011-03,2011-Q1,2011
 Politics ,"500,000",acquired,USA,NE,Omaha,Omaha,1,3/1/11,2011-03,2011-Q1,2011
 Social Media , -   ,operating,USA,NC,Raleigh,Raleigh,1,7/4/11,2011-07,2011-Q3,2011
 E-Commerce ,"40,000",operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"20,000,000",operating,USA,DC,"Washington, D.C.",Washington,1,1/1/11,2011-01,2011-Q1,2011
 Media ,"200,000",operating,USA,MS,Jackson,Madison,1,1/1/11,2011-01,2011-Q1,2011
 Mobile Advertising ,"1,300,000",operating,USA,CA,SF Bay Area,San Francisco,1,5/1/11,2011-05,2011-Q2,2011
 Video ,"25,500,000",operating,USA,CA,SF Bay Area,San Francisco,4,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"2,700,000",operating,USA,CA,Los Angeles,Venice,1,1/1/11,2011-01,2011-Q1,2011
 Discounts ,"5,000",closed,USA,CT,Hartford,Monroe,1,8/17/11,2011-08,2011-Q3,2011
 Specialty Retail ,"100,000",operating,USA,NJ,Atlantic City,Atlantic City,1,6/1/11,2011-06,2011-Q2,2011
 Mobile , -   ,closed,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"1,200,000",operating,USA,CA,SF Bay Area,Berkeley,1,8/12/11,2011-08,2011-Q3,2011
 Design ,"200,000",operating,USA,NV,Las Vegas,Las Vegas,1,1/1/11,2011-01,2011-Q1,2011
 Sports ,"110,000",operating,USA,CO,Colorado Springs,Colorado Springs,1,1/1/11,2011-01,2011-Q1,2011
 Social Travel ,"1,200,000",acquired,USA,NY,New York City,New York,2,1/1/11,2011-01,2011-Q1,2011
 Retail ,"14,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Curated Web ,"465,000",operating,USA,TN,Nashville,Nashville,2,5/1/11,2011-05,2011-Q2,2011
 E-Commerce ,"5,500,000",closed,USA,NY,New York City,Brooklyn,1,1/1/11,2011-01,2011-Q1,2011
 Retail ,"1,018,000",closed,USA,NY,New York City,New York,3,1/1/11,2011-01,2011-Q1,2011
 B2B ,"425,000",operating,USA,DC,"Washington, D.C.",Washington,3,6/1/11,2011-06,2011-Q2,2011
 Software ,"73,300",operating,USA,NV,Las Vegas,Henderson,1,1/1/11,2011-01,2011-Q1,2011
 Manufacturing , -   ,operating,USA,PA,Pittsburgh,Pittsburgh,1,11/29/11,2011-11,2011-Q4,2011
 Photo Sharing ,"8,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Finance ,"4,689,977",,USA,TN,Nashville,Nashville,3,1/1/11,2011-01,2011-Q1,2011
 Wealth Management ,"129,500,000",operating,USA,CA,SF Bay Area,Palo Alto,5,1/1/11,2011-01,2011-Q1,2011
 Mobile ,"1,010,000",operating,USA,MA,Boston,Cambridge,2,1/1/11,2011-01,2011-Q1,2011
 Software , -   ,operating,USA,CA,Los Angeles,Manhattan Beach,1,6/8/11,2011-06,2011-Q2,2011
 Internet ,"1,150,000",operating,USA,FL,Tampa,St. Petersburg,4,1/10/11,2011-01,2011-Q1,2011
 Startups , -   ,operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Online Scheduling ,"600,000",operating,USA,TN,Chattanooga,Chattanooga,1,6/2/11,2011-06,2011-Q2,2011
 E-Commerce ,"11,500,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Software ,"100,000",operating,USA,NY,New York City,Brooklyn,2,6/1/11,2011-06,2011-Q2,2011
, -   ,operating,USA,FL,Ft. Lauderdale,Davie,1,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"30,000",operating,USA,CA,Los Angeles,Los Angeles,1,7/14/11,2011-07,2011-Q3,2011
 Finance ,"10,455,481",operating,USA,FL,Miami,Miami Beach,2,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"20,000",operating,USA,MA,Boston,Cambridge,1,12/1/11,2011-12,2011-Q4,2011
 Mobile ,"1,265,000",acquired,USA,NY,New York City,New York,3,11/15/11,2011-11,2011-Q4,2011
 Education , -   ,operating,USA,NJ,Newark,Newark,1,10/30/11,2011-10,2011-Q4,2011
 Health and Wellness ,"270,000",operating,USA,MA,Boston,Newton,1,1/1/11,2011-01,2011-Q1,2011
 Curated Web ,"10,000,000",operating,USA,MA,Boston,Boston,2,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"5,000,000",operating,USA,CA,Napa Valley,Petaluma,1,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"64,000,051",operating,USA,TN,Nashville,Nashville,4,1/1/11,2011-01,2011-Q1,2011
 Health and Wellness ,"1,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Mobile , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 Career Management ,"5,400,000",operating,USA,CA,SF Bay Area,Sunnyvale,4,1/1/11,2011-01,2011-Q1,2011
 Biotechnology ,"225,000",operating,USA,AZ,Phoenix,Scottsdale,1,1/1/11,2011-01,2011-Q1,2011
 Social Media ,"850,000",operating,USA,NY,New York City,New York,2,1/1/11,2011-01,2011-Q1,2011
 Enterprise Software ,"20,304,200",operating,USA,CA,SF Bay Area,Palo Alto,2,4/1/11,2011-04,2011-Q2,2011
 Design ,"881,500",operating,USA,CA,SF Bay Area,Mountain View,1,1/1/11,2011-01,2011-Q1,2011
 Digital Media ,"1,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/11,2011-01,2011-Q1,2011
 Automotive ,"15,700,000",acquired,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Small and Medium Businesses ,"1,500,000",operating,USA,CA,Los Angeles,Marina Del Rey,1,2/1/11,2011-02,2011-Q1,2011
,"5,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/11,2011-01,2011-Q1,2011
 DIY ,"75,000",operating,USA,CO,Denver,Boulder,2,12/1/11,2011-12,2011-Q4,2011
 Public Transportation ,"2,150,000",operating,USA,NY,New York City,New York,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"1,000,000",operating,USA,NY,Long Island,Woodbury,1,1/1/11,2011-01,2011-Q1,2011
 Employment ,"1,600,000",operating,USA,CA,SF Bay Area,San Francisco,2,8/1/11,2011-08,2011-Q3,2011
 Legal ,"45,000",operating,USA,VA,Richmond,Richmond,1,11/1/11,2011-11,2011-Q4,2011
 E-Commerce ,"1,300,000",operating,USA,IL,Chicago,Chicago,1,5/1/11,2011-05,2011-Q2,2011
 Domains ,"200,000",operating,USA,CA,SF Bay Area,Mountain View,2,12/1/11,2011-12,2011-Q4,2011
 Consumer Electronics ,"9,000,000",operating,USA,MA,Boston,Boston,2,1/1/11,2011-01,2011-Q1,2011
 News ,"2,400,000",operating,USA,NY,New York City,New York,2,10/1/11,2011-10,2011-Q4,2011
 Messaging ,"39,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,2011-01,2011-Q1,2011
 Semantic Search ,"75,000",operating,USA,TX,Austin,Austin,1,2/1/11,2011-02,2011-Q1,2011
 Public Relations ,"650,000",operating,USA,FL,Miami,Aventura,1,1/1/11,2011-01,2011-Q1,2011
 Software ,"140,000",operating,USA,OR,"Portland, Oregon",Portland,1,7/1/11,2011-07,2011-Q3,2011
